state_code,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,funding_rounds,funding_total_usd,milestones,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status,first_funding_year,last_funding_year
CA,2006-06-02,2009-06-08,2.4192,5.4384,2.0027,2.0027,3,26100000,1,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3.5,1,1,2006,2009
NY,2007-07-12,2007-07-12,7.5315,7.5315,10.7342,10.7342,1,30000000,1,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,1,1,2007,2007
IL,2011-10-15,2012-07-01,1.0575,1.7699,1.0301,1.1123,3,132885,2,0,0,0,0,1,games_video,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,1,0,2011,2012
CA,2007-05-08,2010-12-21,0.6,4.2247,-0.7479,4.4767,3,9500000,2,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2.0,1,1,2007,2010
CA,2006-02-13,2006-02-13,6.1233,6.1233,6.0055,6.0055,1,18000000,1,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7.0,1,1,2006,2006
OH,2011-12-02,2011-12-02,1.8329,1.8329,1.7479,1.7479,1,690000,1,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,1,0,2011,2011
GA,2006-03-01,2007-01-02,5.1644,6.0055,2.5205,4.4767,3,25131611,0,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1,1,2006,2007
CA,2010-07-12,2010-07-12,3.5288,3.5288,2.5205,4.4767,1,2000000,0,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1,0,2010,2010
MA,2005-08-01,2010-08-23,1.5836,6.6466,5.0055,7.0877,3,78750000,2,0,0,1,0,0,biotech,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3.5,1,1,2005,2010
CA,2007-02-01,2011-03-28,0.2521,4.4055,3.3151,6.7918,5,48500000,3,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,2.5,1,1,2007,2011
CA,2005-07-29,2005-07-29,0.5726,0.5726,5.1671,8.0082,1,15000000,2,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.0,0,0,2005,2005
CA,2007-12-10,2012-04-25,0.9397,5.3178,2.5205,4.4767,5,74000000,0,1,0,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,5.3333,1,1,2007,2012
CA,2005-10-01,2007-05-02,0.7479,2.3315,2.0,2.0,2,15000000,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,1,1,2005,2007
NY,2006-01-01,2007-12-01,2.0027,3.9178,3.0027,5.2192,3,45000000,3,0,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.0,0,0,2006,2007
CA,2008-05-01,2008-05-01,1.9178,1.9178,2.0027,2.0027,1,4410000,1,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,1,2008,2008
VA,2010-01-01,2010-11-24,0.0,0.8959,2.0,2.6767,2,4500000,2,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,1,2010,2010
CA,2008-09-02,2010-10-14,1.6712,3.7863,4.6685,5.6849,3,11040000,2,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2.5,1,1,2008,2010
CA,2010-11-19,2010-11-19,1.8822,1.8822,1.3288,2.9479,1,1600000,2,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3.0,1,1,2010,2010
NY,2005-06-01,2005-11-15,3.4164,3.874,7.7534,7.7534,2,9000000,1,0,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4.0,1,1,2005,2005
CA,2011-07-21,2012-11-23,1.3041,2.6493,0.0,3.6767,3,3282327,2,1,0,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.0,1,1,2011,2012
CA,2006-03-01,2006-03-01,4.1644,4.1644,5.5836,11.3918,2,24700000,5,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.0,1,1,2006,2006
GA,2007-09-12,2008-11-19,5.6986,6.8877,2.5205,4.4767,2,8800000,0,0,0,0,0,1,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,1,0,2007,2008
CA,2008-11-06,2008-11-06,1.1836,1.1836,0.9178,0.9178,1,1700000,1,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,2008,2008
CA,2010-08-31,2010-08-31,0.2493,0.2493,0.0,0.7781,1,20000,2,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,2010,2010
CA,2008-02-08,2009-12-02,3.1041,4.9205,5.0027,8.3534,2,11500000,5,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,1,2008,2009
CA,2003-04-23,2010-06-03,2.3068,9.4247,4.4986,11.4164,7,98170000,3,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,5.2,1,0,2003,2010
CA,2011-03-23,2011-03-23,1.2219,1.2219,0.7479,2.6849,1,1350000,3,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10.0,1,1,2011,2011
IL,2010-07-16,2010-07-16,4.7068,4.7068,2.989,6.863,1,940261,2,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,1,2010,2010
MA,2009-02-01,2011-02-03,1.6658,3.6712,3.6658,3.6712,2,4000000,3,0,0,1,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.0,1,1,2009,2011
CA,2009-12-15,2009-12-15,1.9562,1.9562,1.0027,1.0027,1,5000000,1,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,2009,2009
VA,2009-04-18,2009-04-18,0.0027,0.0027,0.5836,0.5836,1,20000,1,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,2009,2009
WA,2006-01-11,2006-01-11,4.0301,4.0301,3.0027,3.0027,1,12500000,1,0,0,0,0,1,network_hosting,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,1,1,2006,2006
CO,2010-05-05,2013-08-27,1.3397,4.6548,1.3589,1.3753,5,7228704,2,0,0,0,0,1,finance,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2.0,1,0,2010,2013
IL,2010-05-20,2011-12-15,4.3836,5.9562,5.4986,5.4986,2,55000000,1,0,0,0,0,1,biotech,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,4.0,1,0,2010,2011
CA,2006-01-23,2010-08-11,2.063,6.6137,2.5205,4.4767,4,15180000,0,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1.0,1,1,2006,2010
CA,2010-05-07,2011-06-06,2.3479,3.4301,2.3562,4.0027,2,30000000,2,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,0,2010,2011
TX,2008-07-10,2008-09-01,2.5233,2.6685,3.0027,4.4247,2,14500000,3,0,0,0,1,0,network_hosting,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.5,1,1,2008,2008
CA,2011-01-26,2011-01-26,2.0685,2.0685,2.5808,4.3671,1,6500000,3,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.0,1,1,2011,2011
TN,2012-01-29,2012-01-29,0.0,0.0,0.0,0.0,1,15000,1,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,2012,2012
NY,2010-03-24,2013-02-06,0.7288,3.6055,1.589,4.1041,5,4705910,3,0,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3.0,1,1,2010,2013
CA,2010-10-21,2010-10-21,2.8055,2.8055,3.0027,4.6493,1,3000000,2,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.0,1,1,2010,2010
NY,2007-10-31,2012-01-01,0.7452,4.9178,3.0438,6.8411,6,125250000,5,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,3.5,1,1,2007,2012
NY,2008-05-01,2012-01-01,0.3315,4.0027,2.3644,3.6685,4,1449998,3,0,1,0,0,0,social,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1.0,1,0,2008,2012
MA,2011-10-13,2012-04-10,0.6959,1.189,0.6629999999999999,2.6247,2,6000000,3,0,0,1,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,6.0,1,1,2011,2012
MN,2007-01-23,2011-03-25,2.0603,6.2301,2.5205,4.4767,3,28200000,0,0,0,0,0,1,medical,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,3.0,1,1,2007,2011
CA,2008-09-23,2010-06-17,3.1479,4.8795,5.0027,5.0027,2,14000000,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.0,1,1,2008,2010
TX,2009-01-28,2009-01-28,1.5808,1.5808,2.2521,2.5342,1,3000000,2,0,0,0,1,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,2009,2009
WA,2011-07-08,2011-10-07,1.5151,1.7644,0.7479,0.7479,2,2238055,1,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1,0,2011,2011
CA,2011-05-19,2012-12-13,0.7123,2.2849,1.9507,2.2822,2,5200000,2,1,0,0,0,0,photo_video,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,1,0,2011,2012
PA,2013-08-19,2013-08-19,3.6329,3.6329,1.1479,3.7781,1,75000000,4,0,0,0,0,1,ecommerce,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.0,0,1,2013,2013
MA,2007-01-29,2010-08-20,0.411,3.9699,4.2521,5.7671,4,24500000,4,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2.5,1,0,2007,2010
CA,2006-11-27,2010-02-05,4.9068,8.1014,2.5205,4.4767,3,4476171,0,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2.0,1,0,2006,2010
TX,2008-02-27,2010-01-28,0.5014,2.4219,2.8192,5.8849,3,10400001,3,0,0,0,1,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6.0,1,1,2008,2010
CO,2006-03-08,2009-02-17,4.1836,7.1342,5.0027,5.0027,3,68400000,1,0,0,0,0,1,network_hosting,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,6.5,1,1,2006,2009
CA,2006-12-05,2008-08-18,2.9288,4.6329,2.5205,4.4767,2,15200000,0,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,1,2006,2008
NY,2011-08-15,2012-08-02,0.6192,1.5863,2.5205,4.4767,2,890000,0,0,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,1,0,2011,2012
CA,2011-07-12,2011-07-12,10.5315,10.5315,2.5205,4.4767,1,2600000,0,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,0,2011,2011
IL,2012-11-13,2012-11-13,3.8685,3.8685,3.8301,4.0877,1,1226270,2,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1,1,2012,2012
CA,2008-09-25,2010-04-14,6.737,8.2877,6.7534,6.7534,2,9000000,1,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,0,1,2008,2010
CA,2008-08-25,2012-02-15,4.6521,8.1288,6.0055,6.0055,4,7210210,1,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1.0,0,1,2008,2012
CA,2011-09-28,2012-02-22,0.7397,1.1425,0.5808,0.5808,2,15700000,1,1,0,0,0,0,automotive,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.0,1,1,2011,2012
MA,2005-09-06,2006-04-24,5.6849,6.3151,5.0055,5.0055,2,15050000,1,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.5,1,1,2005,2006
CA,2007-05-01,2009-05-01,0.7479,2.7507,1.5836,4.5315,2,3500000,2,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3.0,1,1,2007,2009
CA,2006-06-22,2007-05-07,6.4767,7.3507,5.0055,5.0055,2,43000000,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1,0,2006,2007
CA,2006-03-01,2008-01-15,1.1616,3.0384,3.2658,5.5397,2,57000000,2,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.5,1,1,2006,2008
CA,2008-07-23,2008-07-23,0.8932,0.8932,0.8329,4.2137,1,1300000,4,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0,1,1,2008,2008
CA,2005-07-01,2008-06-03,1.4986,4.4247,4.0877,9.737,4,69750000,4,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,5.0,1,1,2005,2008
MA,2004-01-01,2006-01-01,3.0,5.0027,9.6247,10.3945,2,14500000,2,0,0,1,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2.0,1,1,2004,2006
CA,2006-01-31,2007-08-01,4.0849,5.5836,2.5205,4.4767,2,48000000,0,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6.0,1,0,2006,2007
PA,2009-12-01,2011-11-09,3.5041,5.4438,2.5205,4.4767,2,3508462,0,0,0,0,0,1,medical,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3.0,1,0,2009,2011
CA,2005-06-06,2007-07-23,3.4301,5.5589,7.8384,7.8384,3,19500000,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.3333,1,1,2005,2007
CA,2012-06-20,2012-06-20,0.4685,0.4685,1.1041,1.6795,1,3750000,3,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,1,1,2012,2012
IL,2010-08-01,2010-08-01,0.0,0.0,2.5205,4.4767,1,45000000,0,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,2010,2010
NC,2006-01-24,2010-10-22,0.8164,5.5616,4.5562,7.9863,4,32500000,3,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,2.75,1,0,2006,2010
PA,2002-01-01,2008-07-01,1.8384,8.3397,5.674,13.5562,2,4900000,5,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1.5,1,1,2002,2008
CA,2007-04-20,2008-03-18,2.2986,3.2110000000000003,3.5945,4.5753,2,12000000,3,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2.0,1,0,2007,2008
CA,2006-02-01,2008-04-04,0.0329,2.2055,4.5151,6.9123,3,7175000,6,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2.6667,1,1,2006,2008
CA,2007-02-01,2007-06-01,1.1699,1.4986,0.0849,5.3863,2,4700000,4,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.5,1,0,2007,2007
CA,2008-01-01,2008-01-01,0.0,0.0,2.5205,4.4767,1,120000,0,1,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.0,0,0,2008,2008
CA,2007-06-08,2010-12-20,5.1041,8.6411,5.6712,6.8986,3,10000000,2,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1.6667,0,1,2007,2010
TX,2005-06-14,2010-10-22,4.9562,10.3151,2.5205,4.4767,4,39000000,0,0,0,0,1,0,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3.0,0,0,2005,2010
MA,2005-03-29,2007-01-11,2.2411,4.0301,2.5205,4.4767,2,16100000,0,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.5,1,1,2005,2007
CA,2007-04-01,2008-02-01,1.2466,2.0849,2.4986,5.3233,2,3300000,3,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2.0,1,1,2007,2008
CA,2010-08-25,2010-08-25,1.5616,1.5616,1.2438,1.7726,1,750000,3,1,0,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9.0,1,1,2010,2010
GA,2008-11-11,2008-11-11,2.4493,2.4493,2.5205,4.4767,2,1000000,0,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.0,0,0,2008,2008
NY,2007-04-30,2007-04-30,11.3342,11.3342,2.5205,4.4767,1,7410000,0,0,1,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3.0,1,0,2007,2007
CA,2006-11-21,2010-05-27,6.8932,10.4082,2.5205,4.4767,3,52800000,0,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,5.3333,1,1,2006,2010
CA,2005-09-01,2010-02-11,4.6685,9.1178,9.7534,12.8027,3,37000000,4,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1.3333,1,0,2005,2010
CA,2009-01-19,2011-08-26,1.137,3.737,2.463,3.2164,3,14229998,3,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,1,1,2009,2011
CA,2009-09-21,2011-06-09,0.7205,2.4356,0.7671,2.7918,2,3000000,2,1,0,0,0,0,messaging,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,1,1,2009,2011
NY,2009-01-14,2009-01-14,4.0384,4.0384,6.0027,6.0027,1,20000000,1,0,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,0,1,2009,2009
RI,2009-08-01,2010-12-06,0.7479,2.0959,1.6548,2.0959,2,2000000,3,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.5,1,1,2009,2010
DC,2006-10-26,2009-02-02,3.8192,6.0932,9.0055,9.7726,2,19900000,2,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.0,1,1,2006,2009
CA,2007-12-01,2007-12-01,1.2493,1.2493,2.589,2.589,1,1500000,1,1,0,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0,0,2007,2007
CA,2009-07-01,2009-07-01,0.0,0.0,1.2521,1.2521,1,325000,1,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4.0,0,0,2009,2009
CA,2011-02-17,2011-02-17,0.463,0.463,1.2795,1.8192,1,3500000,2,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5.0,1,0,2011,2011
WA,2006-01-01,2008-05-20,2.0027,4.3863,1.5836,4.1918,4,30000000,2,0,0,0,0,1,network_hosting,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2.0,1,0,2006,2008
CA,2007-03-28,2007-03-28,4.2384,4.2384,2.5205,4.4767,1,50000000,0,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6.0,1,1,2007,2007
NY,2009-06-21,2009-06-21,1.4712,1.4712,1.0027,1.4712,1,2000000,2,0,1,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.0,1,1,2009,2009
CA,2006-11-01,2011-03-01,1.5041,5.8356,6.1699,8.3534,6,72000000,2,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,2.3333,1,1,2006,2011
CA,2005-09-07,2009-11-05,1.6849,5.8493,8.4219,8.4219,3,27690547,1,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,4.5,1,1,2005,2009
TX,2006-05-09,2006-05-09,2.189,2.189,2.5205,4.4767,1,9000000,0,0,0,0,1,0,semiconductor,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4.0,1,0,2006,2006
CA,2008-11-01,2009-11-18,0.4192,1.4658,3.1315,4.137,2,7500000,3,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.5,1,1,2008,2009
TX,2007-09-11,2008-07-01,0.6932,1.4986,3.4164,3.4164,2,10000000,1,0,0,0,1,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,1,2007,2008
CA,2007-06-11,2012-09-04,1.4411,6.6795,2.0,2.0,4,5965000,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,0,1,2007,2012
CA,2006-01-01,2006-01-01,-0.2466,-0.2466,-0.4082,7.4548,1,4000000,4,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,1,2006,2006
MI,2008-02-20,2008-02-20,5.1397,5.1397,7.0055,7.0055,1,5000000,1,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0,0,0,2008,2008
CA,2005-02-01,2005-02-01,1.0877,1.0877,5.0959,7.3863,1,11500000,2,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,1,1,2005,2005
IL,2010-01-14,2011-02-24,1.0356,2.1479,1.5808,1.5808,2,1050000,1,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,0,2010,2011
NY,2008-03-01,2008-05-08,1.1644,1.3507,1.3507,3.3315,2,5500000,2,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,1,2008,2008
PA,2007-12-01,2009-12-01,0.8301,2.8329,1.0877,3.337,3,5000000,4,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1.6667,1,1,2007,2009
CA,2009-12-13,2011-08-17,-1.0521,0.6247,-1.3589,1.663,2,3700000,3,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.0,0,0,2009,2011
CA,2007-03-20,2009-01-03,1.2137,3.0082,2.5205,4.4767,2,7000000,0,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,0,2007,2009
MA,2006-04-01,2007-03-01,1.2466,2.1616,2.0,3.8137,2,32000000,4,0,0,1,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3.5,1,0,2006,2007
MA,2007-09-18,2011-03-25,0.7123,4.2301,2.6685,3.0575,3,7900000,2,0,0,1,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,0,1,2007,2011
CA,2006-12-01,2012-07-10,0.6685,6.2795,2.7945,7.4493,5,80000000,3,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2.25,1,1,2006,2012
TX,2009-10-28,2009-10-28,4.8247,4.8247,0.2466,0.2466,1,5000000,1,0,0,0,1,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,0,2009,2009
WA,2007-01-01,2009-03-09,1.0,3.1863,2.4301,7.6247,2,2100000,3,0,0,0,0,1,security,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1.5,1,1,2007,2009
MD,2005-02-14,2009-04-24,0.2055,4.3973,3.4164,3.4164,4,22250000,1,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,2.5,1,1,2005,2009
OR,2011-09-14,2012-08-30,0.5397,1.5014,-14.1699,2.2082,2,1975000,2,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3.0,0,1,2011,2012
NY,2008-01-01,2008-01-01,0.0,0.0,3.5918,4.3260000000000005,1,1000000,2,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1,1,2008,2008
PA,2010-05-06,2010-05-06,2.3452,2.3452,2.5205,4.4767,1,35000000,0,0,0,0,0,1,cleantech,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,0,2010,2010
NY,2005-10-01,2009-12-28,0.0822,4.3260000000000005,3.663,5.6110000000000015,7,88651133,5,0,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,3.1667,1,1,2005,2009
MA,2005-08-04,2005-08-04,5.5945,5.5945,2.5205,4.4767,1,26000000,0,0,0,1,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.0,1,1,2005,2005
CA,2011-01-01,2011-01-01,0.6712,0.6712,0.0,0.7562,1,100000,2,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0,0,2011,2011
CO,2006-06-01,2006-06-01,1.0,1.0,3.811,4.9178,1,5000000,3,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,1,2006,2006
GA,2006-10-31,2008-04-21,6.8356,8.3096,2.5205,4.4767,2,7300000,0,0,0,0,0,1,biotech,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3.0,1,0,2006,2008
CA,2005-01-01,2009-03-23,2.0027,6.2274,4.0027,10.7616,3,64080000,2,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,4.0,1,1,2005,2009
RI,2011-11-03,2012-03-22,1.3425,1.726,-0.0822,1.7205,2,5800000,2,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,4.0,1,1,2011,2012
CA,2008-01-01,2009-10-01,4.0027,5.7534,5.9233,6.0,4,89500000,2,1,0,0,0,0,finance,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.0,1,0,2008,2009
CA,2007-07-01,2012-03-01,0.5808,5.2521,3.0877,4.1699,4,23350000,2,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,3.0,1,1,2007,2012
