id,state_code,latitude,longitude,zip_code,id,city,Unnamed: 6,name,labels,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code.1,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,object_id,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status,first_funding_year,last_funding_year
90,GA,33.776834,-84.3895875,30308,c:13410,Atlanta,San Francisco CA 94105,GlobalCrypto,0,6/1/2006,2012-07-06,2008-11-11,2008-11-11,2.4493,2.4493,2.5205,4.4767,0,2,1000000,0,GA,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:13410,1,1,0,0,0,0,2.0,0,closed,2008,2008
766,NY,40.730646,-73.986614,10154,c:43915,New York,New York NY 10154,Bioenvision,0,1/1/1996,2009-08-13,2007-04-30,2007-04-30,11.3342,11.3342,2.5205,4.4767,3,1,7410000,0,NY,0,1,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:43915,1,0,0,0,0,0,3.0,1,closed,2007,2007
653,CA,37.404788,-121.940842,95134,c:37712,San Jose,San Jose CA 95134,Teranetics,1,1/1/2000,2013-06-01,2006-11-21,2010-05-27,6.8932,10.4082,2.5205,4.4767,5,3,52800000,0,CA,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:37712,1,0,0,0,1,0,5.3333,1,acquired,2006,2010
587,CA,33.97279,-118.427578,90094,c:3288,Playa Vista,Playa Vista CA 90094,WebVisible,0,1/1/2001,2011-10-01,2005-09-01,2010-02-11,4.6685,9.1178,9.7534,12.8027,33,3,37000000,4,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:3288,0,0,1,1,1,0,1.3333,1,closed,2005,2010
7,CA,37.7983181,-122.4000032,94111,c:10179,San Francisco,San Francisco CA 94105,GoodGuide,1,12/1/2007,2013-06-01,2009-01-19,2011-08-26,1.137,3.737,2.463,3.2164,14,3,14229998,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:10179,0,0,1,1,0,0,3.0,1,acquired,2009,2011
596,CA,37.320309,-122.05004,95014,c:33869,Cupertino,Cupertino CA 95014,ViVu,1,1/1/2009,2013-06-01,2009-09-21,2011-06-09,0.7205,2.4356,0.7671,2.7918,7,2,3000000,2,CA,1,0,0,0,0,messaging,0,0,0,0,0,0,0,0,0,1,c:33869,0,0,1,1,0,0,2.5,1,acquired,2009,2011
356,NY,40.730646,-73.986614,10013,c:21528,New York,New York NY 10013,avVenta,1,1/1/2005,2013-06-01,2009-01-14,2009-01-14,4.0384,4.0384,6.0027,6.0027,10,1,20000000,1,NY,0,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:21528,0,0,1,0,0,0,1.0,0,acquired,2009,2009
542,RI,51.43247,-2.664213,2906,c:30820,Providence,Providence RI 2906,DiJiPOP,1,11/1/2008,2013-06-01,2009-08-01,2010-12-06,0.7479,2.0959,1.6548,2.0959,6,2,2000000,3,RI,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,c:30820,0,1,0,0,0,0,1.5,1,acquired,2009,2010
443,DC,38.897976,-77.028561,20005,c:25782,Washington,San Francisco CA 94105,Layer 7 Technologies,1,1/1/2003,2013-06-01,2006-10-26,2009-02-02,3.8192,6.0932,9.0055,9.7726,3,2,19900000,2,DC,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:25782,1,0,0,1,0,0,2.0,1,acquired,2006,2009
487,CA,37.781689,-122.391061,94107,c:278,San Francisco,San Francisco CA 94105,DeliveryEdge,0,9/1/2006,2009-04-01,2007-12-01,2007-12-01,1.2493,1.2493,2.589,2.589,6,1,1500000,1,CA,1,0,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,c:278,0,0,0,0,0,0,1.0,0,closed,2007,2007
1050,CA,37.779281,-122.419236,94105,c:75500,San Francisco,San Francisco CA 94105,Solmentum,0,7/1/2009,2011-11-09,2009-07-01,2009-07-01,0.0,0.0,1.2521,1.2521,4,1,325000,1,CA,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,c:75500,0,1,0,0,0,0,4.0,0,closed,2009,2009
1009,CA,37.787249,-122.3990501,94105,c:67806,San Francisco,San Francisco CA 94105,Pipewise,0,9/1/2010,2012-10-01,2011-02-17,2011-02-17,0.463,0.463,1.2795,1.8192,16,1,3500000,2,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:67806,0,0,1,0,0,0,5.0,1,closed,2011,2011
55,WA,47.602873,-122.336132,98104,c:1212,Seattle,San Francisco CA 94105,GridNetworks,0,1/1/2004,2012-08-17,2006-01-01,2008-05-20,2.0027,4.3863,1.5836,4.1918,7,4,30000000,2,WA,0,0,0,0,1,network_hosting,0,0,0,0,0,0,0,0,0,1,c:1212,0,1,1,1,0,0,2.0,1,closed,2006,2008
560,CA,39.78373,-100.445882,94043-1107,c:31754,Mountain View,Mountain View CA 94043-1107,MAP Pharmaceuticals,1,1/1/2003,2013-06-01,2007-03-28,2007-03-28,4.2384,4.2384,2.5205,4.4767,1,1,50000000,0,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:31754,0,0,0,0,0,1,6.0,1,acquired,2007,2007
429,NY,40.745003,-73.98322900000002,10016,c:25307,New York,San Francisco CA 94105,"ORCA, Inc.",1,1/1/2008,2013-06-01,2009-06-21,2009-06-21,1.4712,1.4712,1.0027,1.4712,5,1,2000000,2,NY,0,1,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,c:25307,0,0,1,0,0,0,3.0,1,acquired,2009,2009
307,CA,37.52845,-122.263721,94065,c:1870,Redwood City,San Francisco CA 94105,Amobee,1,5/1/2005,2013-06-01,2006-11-01,2011-03-01,1.5041,5.8356,6.1699,8.3534,25,6,72000000,2,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:1870,1,0,1,1,1,1,2.3333,1,acquired,2006,2011
475,CA,34.045919,-118.16525,91754,c:27285,Monterey Park,San Francisco CA 94105,KOTURA,1,1/1/2004,2013-06-01,2005-09-07,2009-11-05,1.6849,5.8493,8.4219,8.4219,4,3,27690547,1,CA,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,c:27285,0,0,0,1,1,1,4.5,1,acquired,2005,2009
837,TX,33.068275,-96.711101,75023,c:48640,Plano,Plano TX 75023,Auvitek International,0,3/1/2004,2011-02-20,2006-05-09,2006-05-09,2.189,2.189,2.5205,4.4767,32,1,9000000,0,TX,0,0,0,1,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:48640,0,0,0,1,0,0,4.0,1,closed,2006,2006
305,CA,37.287285,-121.942932,94041,c:18470,Mountain View,San Francisco CA 94105,Outright,1,6/1/2008,2013-06-01,2008-11-01,2009-11-18,0.4192,1.4658,3.1315,4.137,12,2,7500000,3,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:18470,0,0,1,0,0,0,3.5,1,acquired,2008,2009
354,TX,30.271393,-97.748623,78701,c:21395,Austin,San Francisco CA 94105,Phurnace Software,1,1/1/2007,2013-06-01,2007-09-11,2008-07-01,0.6932,1.4986,3.4164,3.4164,9,2,10000000,1,TX,0,0,0,1,0,software,1,0,0,0,0,0,0,0,0,0,c:21395,0,0,1,0,0,0,2.0,1,acquired,2007,2008
426,CA,34.142973,-118.140553,91105,c:25132,Pasadena,San Francisco CA 94105,FastSoft,1,1/1/2006,2013-06-01,2007-06-11,2012-09-04,1.4411,6.6795,2.0,2.0,7,4,5965000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:25132,1,0,1,0,0,0,1.0,0,acquired,2007,2012
1032,CA,37.465645,-121.932202,94538,c:72,Fremont,San Francisco CA 94105,GrandCentral,1,4/1/2006,2013-06-01,2006-01-01,2006-01-01,-0.2466,-0.2466,-0.4082,7.4548,9,1,4000000,4,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:72,0,0,1,0,0,0,1.0,0,acquired,2006,2006
261,MI,42.548008,-83.214753,48025,c:17429,Bingham Farms,San Francisco CA 94105,Speedshape,0,1/1/2003,2013-08-01,2008-02-20,2008-02-20,5.1397,5.1397,7.0055,7.0055,2,1,5000000,1,MI,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,c:17429,1,0,0,0,0,0,1.0,0,closed,2008,2008
838,CA,37.32052,-121.948399,95128,c:487,San Jose,San Francisco CA 94105,BlueLithium,1,1/1/2004,2013-06-01,2005-02-01,2005-02-01,1.0877,1.0877,5.0959,7.3863,15,1,11500000,2,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:487,0,0,1,0,0,0,2.0,1,acquired,2005,2005
707,IL,41.875555,-87.624421,60657,c:40665,Chicago,Chicago IL 60657,Media Chaperone,0,1/1/2009,2013-06-01,2010-01-14,2011-02-24,1.0356,2.1479,1.5808,1.5808,2,2,1050000,1,IL,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,c:40665,1,0,0,0,0,0,1.0,0,closed,2010,2011
523,NY,40.7566658,-73.9827553,10036,c:2972,New York,San Francisco CA 94105,Giant Realm,1,1/1/2007,2013-06-01,2008-03-01,2008-05-08,1.1644,1.3507,1.3507,3.3315,13,2,5500000,2,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:2972,0,0,1,0,0,0,2.0,1,acquired,2008,2008
303,PA,39.951311,-75.169522,10011,c:1832,Philadelphia,San Francisco CA 94105,Invite Media,1,2/1/2007,2013-06-01,2007-12-01,2009-12-01,0.8301,2.8329,1.0877,3.337,17,3,5000000,4,PA,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,c:1832,0,1,1,0,0,0,1.6667,1,acquired,2007,2009
529,CA,37.406914,-122.09037,94043,c:30173,Mountain View,Mountain View CA 94043,UpMo,0,1/1/2011,2013-07-01,2009-12-13,2011-08-17,-1.0521,0.6247,-1.3589,1.663,11,2,3700000,3,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:30173,1,0,0,0,0,0,3.0,0,closed,2009,2011
267,CA,36.9397206,-121.7768449,95019-2901,c:17512,Freedom,San Francisco CA 94105,Appscio,0,1/1/2006,2011-01-01,2007-03-20,2009-01-03,1.2137,3.0082,2.5205,4.4767,4,2,7000000,0,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:17512,0,0,1,0,0,0,2.0,0,closed,2007,2009
1098,MA,42.375219,-71.056101,2129,c:833,Boston,San Francisco CA 94105,Eons,0,1/1/2005,2012-05-17,2006-04-01,2007-03-01,1.2466,2.1616,2.0,3.8137,14,2,32000000,4,MA,0,0,1,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,c:833,0,0,1,1,0,0,3.5,1,closed,2006,2007
971,MA,42.358822,-71.104329,2142,c:615,Cambridge,San Francisco CA 94105,LocaModa,1,1/1/2007,2013-06-01,2007-09-18,2011-03-25,0.7123,4.2301,2.6685,3.0575,8,3,7900000,2,MA,0,0,1,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:615,0,0,1,0,0,0,2.0,0,acquired,2007,2011
258,CA,37.392443,-122.072517,94110,c:1731,San Francisco,San Francisco CA 94105,Meraki,1,4/1/2006,2013-06-01,2006-12-01,2012-07-10,0.6685,6.2795,2.7945,7.4493,16,5,80000000,3,CA,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,c:1731,0,1,1,1,1,1,2.25,1,acquired,2006,2012
693,TX,30.280148,-97.749908,78701,c:39755,Austin,Austin TX 78701,MPOWER Mobile,0,1/1/2005,2012-06-08,2009-10-28,2009-10-28,4.8247,4.8247,0.2466,0.2466,1,1,5000000,1,TX,0,0,0,1,0,mobile,0,0,1,0,0,0,0,0,0,0,c:39755,1,0,0,0,0,0,1.0,1,closed,2009,2009
89,WA,47.638456,-122.356965,98109,c:134,Seattle,San Francisco CA 94105,Haute Secure,1,1/1/2006,2013-06-01,2007-01-01,2009-03-09,1.0,3.1863,2.4301,7.6247,5,2,2100000,3,WA,0,0,0,0,1,security,0,0,0,0,0,0,0,0,0,1,c:134,0,1,1,0,0,0,1.5,1,acquired,2007,2009
984,MD,39.116333,-77.18130699999998,20814,c:6313,Bethesda,San Francisco CA 94105,Intelliworks,1,12/1/2004,2013-06-01,2005-02-14,2009-04-24,0.2055,4.3973,3.4164,3.4164,6,4,22250000,1,MD,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,c:6313,0,0,1,1,1,1,2.5,1,acquired,2005,2009
27,OR,45.520247,-122.674195,97209,c:107746,Portland,Portland OR 97209,Meridian,1,3/1/2011,2013-06-01,2011-09-14,2012-08-30,0.5397,1.5014,-14.1699,2.2082,6,2,1975000,2,OR,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,c:107746,1,1,0,0,0,0,3.0,0,acquired,2011,2012
437,NY,40.723652,-73.985281,10016,c:2566,New York,San Francisco CA 94105,Kluster,1,1/1/2008,2013-06-01,2008-01-01,2008-01-01,0.0,0.0,3.5918,4.3260000000000005,0,1,1000000,2,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:2566,0,1,0,0,0,0,1.0,1,acquired,2008,2008
827,PA,40.602206,-75.47127900000002,18106,c:47440,Allentown,Allentown PA 18106,International Battery,0,1/1/2008,2013-03-01,2010-05-06,2010-05-06,2.3452,2.3452,2.5205,4.4767,0,1,35000000,0,PA,0,0,0,0,1,cleantech,0,0,0,0,0,0,0,0,0,1,c:47440,0,0,0,0,1,0,1.0,0,closed,2010,2010
770,NY,37.480999,-122.173887,10016,c:44,New York,San Francisco CA 94105,Jingle Networks,1,9/1/2005,2013-06-01,2005-10-01,2009-12-28,0.0822,4.3260000000000005,3.663,5.6110000000000015,12,7,88651133,5,NY,0,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:44,1,1,1,1,1,1,3.1667,1,acquired,2005,2009
536,MA,42.5656454,-71.3222696,01862-2000,c:30527,North Billerica,San Francisco CA 94105,SemEquip,1,1/1/2000,2013-06-01,2005-08-04,2005-08-04,5.5945,5.5945,2.5205,4.4767,3,1,26000000,0,MA,0,0,1,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:30527,1,0,0,0,0,0,2.0,1,acquired,2005,2005
1096,CA,34.054935,-118.244476,90017,c:83176,Los Angeles,Los Angeles CA 90017,ItsGoinOn,0,5/1/2010,2011-11-01,2011-01-01,2011-01-01,0.6712,0.6712,0.0,0.7562,3,1,100000,2,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:83176,0,1,0,0,0,0,1.0,0,closed,2011,2011
343,CO,39.750152,-104.99643799999998,80202,c:20488,Denver,Denver CO 80202,mSnap,1,6/1/2005,2013-06-01,2006-06-01,2006-06-01,1.0,1.0,3.811,4.9178,6,1,5000000,3,CO,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,c:20488,0,0,1,0,0,0,1.0,1,acquired,2006,2006
412,GA,34.062588,-84.16923,30097,c:24570,Duluth,San Francisco CA 94105,Biofisica,0,1/1/2000,2012-04-26,2006-10-31,2008-04-21,6.8356,8.3096,2.5205,4.4767,5,2,7300000,0,GA,0,0,0,0,1,biotech,0,0,0,0,0,0,0,1,0,0,c:24570,1,0,1,0,0,0,3.0,1,closed,2006,2008
344,CA,37.406914,-122.09037,94043,c:20506,Mountain View,Mountain View CA 94043,Ardian,1,1/1/2003,2013-06-01,2005-01-01,2009-03-23,2.0027,6.2274,4.0027,10.7616,8,3,64080000,2,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:20506,0,0,1,1,1,0,4.0,1,acquired,2005,2009
1016,RI,51.43247,-2.664213,2903,c:69279,Providence,Providence RI 2903,Tracelytics,1,7/1/2010,2013-06-01,2011-11-03,2012-03-22,1.3425,1.726,-0.0822,1.7205,8,2,5800000,2,RI,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,c:69279,0,1,1,0,0,0,4.0,1,acquired,2011,2012
389,CA,37.791388,-122.392148,94105,c:23192,San Francisco,San Francisco CA 94105,Canopy Financial,0,1/1/2004,2009-08-27,2008-01-01,2009-10-01,4.0027,5.7534,5.9233,6.0,6,4,89500000,2,CA,1,0,0,0,0,finance,0,0,0,0,0,0,0,0,0,1,c:23192,0,0,0,1,1,0,1.0,1,closed,2008,2009
661,CA,37.788482,-122.409173,94102,c:38,San Francisco,San Francisco CA 94105,Kyte,1,12/1/2006,2013-06-01,2007-07-01,2012-03-01,0.5808,5.2521,3.0877,4.1699,11,4,23350000,2,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:38,0,1,1,1,0,0,3.0,1,acquired,2007,2012
1042,MA,42.393662,-71.25585500000003,2451,c:7376,Waltham,San Francisco CA 94105,Ounce Labs,1,10/1/2002,2013-06-01,2006-06-08,2008-09-16,3.6877,5.9644,2.5205,4.4767,7,2,13500000,0,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,c:7376,1,0,0,0,1,0,2.5,1,acquired,2006,2008
185,MA,42.496515,-71.480233,1719,c:16070,Boxborough,San Francisco CA 94105,Crossbeam Systems,1,1/1/2000,2013-06-01,2007-05-08,2008-02-14,7.3534,8.126,11.0329,11.0575,13,2,24500000,2,MA,0,0,1,0,0,security,0,0,0,0,0,0,0,0,0,1,c:16070,0,0,0,0,0,0,5.5,1,acquired,2007,2008
890,CA,37.534538,-122.252466,94065,c:53814,Redwood City,Redwood City CA 94065,PacketHop,0,1/1/2002,2013-01-04,2005-08-08,2005-08-08,3.6027,3.6027,3.0027,3.0027,2,1,10000000,1,CA,1,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,c:53814,0,0,0,0,1,0,4.0,1,closed,2005,2005
891,UT,40.767013,-111.890431,84124,c:53831,Salt Lake City,Salt Lake City UT 84124,Inaura,0,1/1/2007,2012-07-19,2005-01-06,2005-01-06,-1.9863,-1.9863,2.5205,4.4767,3,1,8500000,0,UT,0,0,0,0,1,other,0,0,0,0,0,0,0,0,0,1,c:53831,1,0,0,0,0,0,1.0,0,closed,2005,2005
405,TX,30.161661,-95.471256,77380,c:24040,The Woodlands,San Francisco CA 94105,DynaPump,0,1/1/1992,2011-11-12,2008-05-29,2008-05-29,16.4192,16.4192,2.5205,4.4767,0,1,6000000,0,TX,0,0,0,1,0,cleantech,0,0,0,0,0,0,0,0,0,1,c:24040,0,0,0,1,0,0,3.0,0,closed,2008,2008
708,CA,37.424298,-122.139809,94306,c:40762,Palo Alto,Palo Alto CA 94306,Immunet Corporation,1,7/1/2008,2013-06-01,2009-11-01,2009-11-01,1.337,1.337,1.3479,1.3479,3,1,2000000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:40762,0,0,1,0,0,0,2.0,1,acquired,2009,2009
1049,TX,30.280148,-97.749908,78701,c:75008,Austin,Austin TX 78701,CopperEgg Corporation,1,6/1/2010,2013-06-01,2011-07-12,2012-05-08,1.1123,1.937,0.0,1.1123,3,2,4100000,2,TX,0,0,0,1,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:75008,0,0,1,0,0,0,1.5,1,acquired,2011,2012
330,CA,37.40047,-122.072981,94041,c:197,Mountain View,San Francisco CA 94105,Wink,1,8/19/2004,2013-06-01,2005-01-01,2005-01-01,0.3699,0.3699,1.9507,8.3178,5,1,6200000,4,CA,1,0,0,0,0,search,0,0,0,0,0,0,0,0,0,1,c:197,0,0,1,0,0,0,2.0,1,acquired,2005,2005
544,CA,37.767575,-122.411157,94103,c:3087,San Francisco,San Francisco CA 94105,PopularMedia,1,1/1/2003,2013-06-01,2007-02-01,2008-07-28,4.0877,5.5753,4.0027,4.0027,8,2,12250000,1,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:3087,0,0,0,1,1,0,2.5,1,acquired,2007,2008
383,CA,37.779281,-122.419236,94105,c:23098,San Francisco,San Francisco CA 94105,Miyowa,1,4/14/2003,2013-06-01,2006-09-04,2008-05-08,3.3945,5.0712,5.7233,8.7342,3,2,11725600,2,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:23098,0,0,1,1,0,0,2.0,1,acquired,2006,2008
802,MA,42.504817,-71.195611,1803,c:45792,Burlington,Burlington MA 1803,Intrusic,0,1/1/2001,2007-02-19,2005-04-25,2006-10-30,4.3151,5.8301,2.5205,4.4767,1,2,16000000,0,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,c:45792,0,0,1,1,0,0,3.0,1,closed,2005,2006
646,WA,47.603832,-122.330062,98103,c:37215,Seattle,Seattle WA 98103,Dashwire,1,8/11/2006,2013-06-01,2009-01-31,2010-12-28,2.4767,4.3836,3.3945,4.9863,10,3,5056559,2,WA,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,c:37215,1,0,1,0,0,0,1.6667,1,acquired,2009,2010
552,CA,37.780883,-122.395257,94107,c:314,San Francisco,San Francisco CA 94105,Reddit,1,1/1/2005,2013-06-01,2005-06-01,2005-06-01,0.4137,0.4137,6.8329,8.874,9,1,100000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:314,0,1,0,0,0,0,1.0,1,acquired,2005,2005
697,CA,37.779281,-122.419236,94108,c:3991,San Francisco,San Francisco CA 94108,Pure Digital Technologies,1,9/1/2001,2013-06-01,2004-01-01,2008-08-18,2.3342,6.9671,4.0027,8.3014,11,3,68200000,3,CA,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,c:3991,1,1,0,0,0,0,4.0,1,acquired,2004,2008
239,CA,37.789429,-122.276524,94501,c:16892,Alameda,Alameda CA 94501,Voxify,1,1/1/2001,2013-06-01,2005-02-01,2010-04-21,4.0877,9.3068,6.0027,6.0027,5,3,33000000,1,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:16892,1,0,0,1,0,1,3.6667,1,acquired,2005,2010
672,NC,35.986906,-78.896718,27701,c:38460,Durham,Durham NC 27701,EvoApp,0,1/1/2009,2013-01-01,2010-10-15,2012-04-20,1.7863,3.3014,2.0822,2.3288,8,3,3352194,2,NC,0,0,0,0,1,analytics,0,0,0,0,0,0,0,0,0,1,c:38460,0,1,1,0,0,0,9.5,0,closed,2010,2012
996,NY,40.750519,-73.993494,10001,c:64959,New York,New York NY 10001,Visual Revenue,1,3/1/2010,2013-06-01,2011-07-28,2012-01-26,1.4082,1.9068,-0.1616,1.8384,5,2,2212000,2,NY,0,1,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,c:64959,0,1,1,0,0,0,3.0,1,acquired,2011,2012
634,CA,37.484347,-122.225803,94063,c:36484,Redwood City,Redwood City CA 94063,Calibra Medical,1,1/1/2004,2013-06-01,2009-11-24,2011-04-15,5.9014,7.2904,2.5205,4.4767,1,4,19800000,0,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:36484,1,0,0,0,0,1,5.0,1,acquired,2009,2011
825,CA,37.566009,-122.321646,94401,c:47270,San Mateo,San Mateo CA 94401,Offermatic,0,2/1/2010,2013-06-01,2010-12-01,2011-03-09,0.8301,1.0986,1.1014,1.1616,6,2,4500000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:47270,0,1,1,0,0,0,3.0,1,closed,2010,2011
263,MA,42.2960173,-71.2128734,2494,c:17433,Needham,San Francisco CA 94105,HiWired,1,1/1/2004,2013-06-01,2008-01-01,2008-01-02,4.0027,4.0055,4.0027,4.0027,2,2,14000000,1,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,c:17433,1,0,0,1,0,0,1.5,1,acquired,2008,2008
119,FL,26.106273,-80.41894,33327,c:144687,Weston,Weston FL 33327,DateMyFamily.com,0,11/11/2011,2013-01-01,2011-12-01,2011-12-01,0.0548,0.0548,0.0685,0.4,4,1,100000,2,FL,0,0,0,0,1,social,0,0,0,0,0,0,0,0,0,1,c:144687,0,1,0,0,0,0,1.0,0,closed,2011,2011
1004,CA,37.4027811,-122.1441615,94304,c:6592,Palo Alto,San Francisco CA 94105,Hyperic,1,1/1/2004,2013-06-01,2006-05-10,2007-06-05,2.3562,3.4274,3.0027,5.3425,4,2,9900000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:6592,0,0,1,1,0,0,2.0,1,acquired,2006,2007
610,CA,37.779281,-122.419236,94104,c:34545,San Francisco,San Francisco CA 94104,Optimal,1,1/1/2008,2013-06-01,2008-01-01,2013-01-22,0.0,5.063,5.0055,5.7945,10,3,7600000,2,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:34545,0,0,1,1,0,0,5.0,1,acquired,2008,2013
246,CA,34.430786,-119.715074,93101,c:17030,Santa Barbara,San Francisco CA 94105,SendMeHome.com,0,7/1/2008,2012-06-04,2008-07-01,2008-07-01,0.0,0.0,0.737,0.737,2,1,50000,1,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:17030,0,1,0,0,0,0,2.0,0,closed,2008,2008
88,CA,37.448944,-122.161415,94301,c:13358,Palo Alto,San Francisco CA 94105,Q-magic,0,2/1/2007,2011-11-29,2007-01-01,2007-01-01,-0.0849,-0.0849,2.5205,4.4767,3,1,650000,0,CA,1,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,c:13358,0,1,0,0,0,0,1.0,0,closed,2007,2007
22,CA,34.005914000000004,-118.488129,90034,c:10610,Los Angeles,San Francisco CA 94105,Geodelic Systems,0,1/1/2008,2011-01-01,2008-12-01,2010-09-23,0.9178,2.7288,2.4164,2.7288,8,3,10500000,3,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:10610,1,0,1,1,0,0,2.0,1,closed,2008,2010
1014,CA,34.019657,-118.487549,90401,c:68470,Santa Monica,Santa Monica CA 90401,BlockBeacon,1,1/1/2012,2013-06-01,2012-06-21,2012-06-21,0.4712,0.4712,0.0,0.9178,12,1,500000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:68470,0,1,0,0,0,0,1.0,0,acquired,2012,2012
8,CA,37.390501,-122.081151,94041,c:10197,Mountain View,San Francisco CA 94105,PostPath,1,1/1/2003,2013-06-01,2004-12-07,2007-01-16,1.9342,4.0438,2.0027,10.189,2,2,24300000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:10197,0,0,0,1,1,0,2.5,1,acquired,2004,2007
595,CA,37.386778,-121.966277,95054,c:33771,Santa Clara,Santa Clara CA 95054,Attune Systems,0,1/1/1999,2009-02-12,2006-06-27,2006-11-14,7.4904,7.874,7.0055,7.0055,6,2,18000000,1,CA,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,c:33771,1,0,0,1,0,0,4.0,1,closed,2006,2006
757,CA,37.779507,-122.39071,94107,c:437,San Francisco,San Francisco CA 94105,TokBox,1,5/1/2007,2013-06-01,2007-12-26,2010-11-15,0.6548,3.5452,3.8438,6.5589,27,3,26000000,5,CA,1,0,0,0,0,messaging,0,0,0,0,0,0,0,0,0,1,c:437,0,0,1,1,1,0,3.6667,1,acquired,2007,2010
